,Place_type,geometry,icon,id,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,scope,types,user_ratings_total,vicinity
10,restaurant,"{'location': {'lat': 13.7206758, 'lng': 100.4768187}, 'viewport': {'northeast': {'lat': 13.7220280802915, 'lng': 100.4781851302915}, 'southwest': {'lat': 13.7193301197085, 'lng': 100.4754871697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,d32069d6e06f442d46d4b4bfdcd4476104d973ef,เหลียงบะหมี่เกี๊ยวกุ้ง,{'open_now': False},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106847129536765446046"">pisal thianthongdee</a>'], 'photo_reference': 'CmRaAAAAiiDAgir_HUjF4j1GzlJj4H9pIe8K47oKCRl3SP4dO5eR1XJJNLBL5Zb7D5rHeZ2wcWct0nqqkkYv-ti61agRhayqN8Wqoi0qv3Hhs_Ie79s7LjvVycBBZvVsKE-_a9doEhC0WGcg854ZRF4VdA_WNxffGhQopXBlWRsYO7QvAAkmiMGz0eDHmA', 'width': 2448}]",ChIJYUOxmluY4jARlUHt55RcP4k,"{'compound_code': 'PFCG+7P Bangkok, Thailand', 'global_code': '7P52PFCG+7P'}",,4.5,ChIJYUOxmluY4jARlUHt55RcP4k,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",20,"Thoet Thai 27 Alley, Talat Phlu, Thon Buri"
11,restaurant,"{'location': {'lat': 13.7206221, 'lng': 100.4765381}, 'viewport': {'northeast': {'lat': 13.7220092302915, 'lng': 100.4778747802915}, 'southwest': {'lat': 13.7193112697085, 'lng': 100.4751768197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3a42352b7d3b39ef267f119f270c88e78f9b1eb0,ขาหมู IMF ตลาดพลู,{'open_now': False},"[{'height': 541, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105987332469492258868"">ขาหมู IMF ตลาดพลู</a>'], 'photo_reference': 'CmRaAAAAHuTMFnGA_pByQI2inH-sUvMW9MTmK5brovDArtlaPJN2_gg5gNWSyVQF9BqQMPX5-V4s7vF2qjZ6j80x5NOuqlO2zKhb47Wb6J6SHgXNBl7_PNCDdg03ILHhYwWFltiqEhCacblZZhq1mFwpeef4M2AgGhSNSrNsosZAQmY1GxAzcQ5hL9YlMQ', 'width': 960}]",ChIJ7f5JmluY4jARhG7X3kh4PTU,"{'compound_code': 'PFCG+6J Bangkok, Thailand', 'global_code': '7P52PFCG+6J'}",,4.3,ChIJ7f5JmluY4jARhG7X3kh4PTU,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",15,1217 ถนน เทอดไท
12,restaurant,"{'location': {'lat': 13.727412, 'lng': 100.4875572}, 'viewport': {'northeast': {'lat': 13.7287129302915, 'lng': 100.4888972802915}, 'southwest': {'lat': 13.7260149697085, 'lng': 100.4861993197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,cdc70d7e9e22673a6c4efc209792fdf5c95411cb,Monthanaphot Bistro,{'open_now': True},"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101539332250714606909"">Kamol Wisuthseriwong</a>'], 'photo_reference': 'CmRaAAAAbUy0Lv-wlLa1inx2P8Ae-lUWNwlbeqczRwUdBxXH73Pe9-STDZgRzXFq9yMeKv3yN0CzPO9TcWHXRs3TFzIsGJD73FwLiQ9WfyZb753DAPssA_CHpeS6sVujrr0MNkrZEhC9Rj5n2pITXTtigTZJvZN4GhRuj5F9t9FTQZhOtTSoDn_9x12jew', 'width': 2048}]",ChIJ1WH8rPmY4jARxkEy5GZwYL4,"{'compound_code': 'PFGQ+X2 Bangkok, Thailand', 'global_code': '7P52PFGQ+X2'}",,4.2,ChIJ1WH8rPmY4jARxkEy5GZwYL4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",17,"300/1, Inthara Phithak, Hiranruchi, Thon Buri"
13,restaurant,"{'location': {'lat': 13.7188475, 'lng': 100.490634}, 'viewport': {'northeast': {'lat': 13.7202000302915, 'lng': 100.4919717802915}, 'southwest': {'lat': 13.7175020697085, 'lng': 100.4892738197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,9454e7c0c647a378b8772a7a0ddcb4af03145137,ร้าน นิยม ชม ชอบ ตากสิน,{'open_now': True},"[{'height': 971, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107562257029852766572"">moonlight thailand</a>'], 'photo_reference': 'CmRaAAAAhQVx7B8tgD9SGtv4Hhxpa4bS2yOMuQ1BNj9TT6wuXP1LBjtwk5wkEEBUbaQujOzo3-MbHGZHKviEQjuOubIXahAVfBD7-QATeVe2ZarkqoNGUkpXz73F98h0AUpfZa8iEhBWyk9jSvrkBf5sMhchLw11GhRtQild9aTDFH3_zAXGI0X8Am4E6g', 'width': 720}]",ChIJ3ynZNYqY4jAR41UIaw9-mm8,"{'compound_code': 'PF9R+G7 Bangkok, Thailand', 'global_code': '7P52PF9R+G7'}",,3.3,ChIJ3ynZNYqY4jAR41UIaw9-mm8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3,"Somdet Phra Chao Tak Sin Road, Bukkhalo, Thon Buri"
14,restaurant,"{'location': {'lat': 13.7204293, 'lng': 100.4756813}, 'viewport': {'northeast': {'lat': 13.7217715302915, 'lng': 100.4770322302915}, 'southwest': {'lat': 13.7190735697085, 'lng': 100.4743342697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,0dd3ff25468b67f378794b72ceefe7dce7ece4b1,The Pizza Company,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111411791826231037122"">TassaneE Utd.</a>'], 'photo_reference': 'CmRaAAAA8rCBcU2Ozdc-qAgHD5zL4ceaovytMpaf9hsf_5J36Q-wajJU7UAm5HUPSA1xY9LyYFNtQqNfeiJQBxqyu6cXFvJRjmagc0ACBbAssJOZMBREyqBxCyIzxG0PzzA1mZRxEhA1gn6zVJomrlom6R4bnWNpGhSehGUNvgJuszoXSLhT1ApyeS32dw', 'width': 720}]",ChIJ_ZWKe1uY4jARvzGbVXlIdFo,"{'compound_code': 'PFCG+57 Bangkok, Thailand', 'global_code': '7P52PFCG+57'}",2,4.2,ChIJ_ZWKe1uY4jARvzGbVXlIdFo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",32,"เลขที่ 1259, ถนน เทอดไท, แขวง ตลาดพลู, เขตธนบุรี"
15,restaurant,"{'location': {'lat': 13.7204063, 'lng': 100.4756822}, 'viewport': {'northeast': {'lat': 13.7217691302915, 'lng': 100.4770234802915}, 'southwest': {'lat': 13.7190711697085, 'lng': 100.4743255197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,91da84bde5fd7b9a36aea20fbe801b386882a653,The Pizza Company Taladplu,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107164115513309793154"">Phayupat Somin</a>'], 'photo_reference': 'CmRaAAAA-yWAJLfCPuSFtsYcFbh4tsS7X_il6vUVsGxGSKeksjPkeFJd2K1fsonKrHm5-LXN_qm3z8-tD-D8TihTlmwx7e_luJaqnUwBqlKGs-tspgSoZ8geKQRRHCnOcippyKjNEhDTZIR6E8flIdw4Q0qKLdulGhS0_EA5qLZ0HnCb0V6n0Q-KUWXMzQ', 'width': 4032}]",ChIJmaB2mz2Y4jARwYI-QvwsFE4,"{'compound_code': 'PFCG+57 Bangkok, Thailand', 'global_code': '7P52PFCG+57'}",2,4.3,ChIJmaB2mz2Y4jARwYI-QvwsFE4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",32,"ถนน เทอดไท, Talat Phlu, Thon Buri"
16,restaurant,"{'location': {'lat': 13.716778, 'lng': 100.490112}, 'viewport': {'northeast': {'lat': 13.7181606302915, 'lng': 100.4913540302915}, 'southwest': {'lat': 13.7154626697085, 'lng': 100.4886560697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,31fcb4ed9dd4e1f0cc464f41c9934f507d054ebc,The Cafe Hound (Coffee&Restaurant),{'open_now': False},"[{'height': 1008, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116719144381506059954"">The Cafe Hound (Coffee&amp;Restaurant)</a>'], 'photo_reference': 'CmRaAAAABr4Rv3nHleetqorg4aa-SdcRa2V8rhKZKdAjb8Rluq7_7Nk1kKI1hrtBRtkrQtC-z53g6a_aepsFxdK2Wl8h-PoVM04OeF509dMeOZNAEqUSQr-h2Yp7f7U9cDJgtzUNEhDTMxkWp8G1A6hDRfd3NOouGhT06OFGQ6F95rSGG6bgledbfZ8Rrw', 'width': 1736}]",ChIJKS_DaA6Z4jARi9Y7-AjwTnA,"{'compound_code': 'PF8R+P2 Bangkok, Thailand', 'global_code': '7P52PF8R+P2'}",,4.4,ChIJKS_DaA6Z4jARi9Y7-AjwTnA,GOOGLE,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",16,"ปาก ซอย, 261 ถนน สมเด็จพระเจ้าตากสิน, แขวง สำเหร่, เขตธนบุรี"
17,restaurant,"{'location': {'lat': 13.7136938, 'lng': 100.47997}, 'viewport': {'northeast': {'lat': 13.7153558802915, 'lng': 100.4812485802915}, 'southwest': {'lat': 13.7126579197085, 'lng': 100.4785506197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,8b4f3ecd61c8b97c309740934600f83c183653cd,Joom Zap Hut,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118443168167828021147"">อา-โบ-ดา-เบ รู้ ปล่าว</a>'], 'photo_reference': 'CmRaAAAAROaT7oyhFWjQIGMOyyJBZ_aaMygmtbfJzE9m0KyssZstZge_p0nUuOoVYLtuCTbFU-PhNR3m4XZAxAlnVDTXL7YLFHR8SEAIcU4yqxtH8iyk24bRLlTYJR-Lm_j3N-hLEhDyZwN79HWY0AZnC1fa5Yk7GhQFufskbkTb02OXvKcVPRLS1FTTnQ', 'width': 4032}]",ChIJQzLApmCY4jARdWfkhQUOL7g,"{'compound_code': 'PF7H+FX Bangkok, Thailand', 'global_code': '7P52PF7H+FX'}",,5,ChIJQzLApmCY4jARdWfkhQUOL7g,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,"99, The Mall Tha Phra, 2nd Floor, Ratchadapisek Road, Bukkhalo, Khet Thon Buri, Bangkok, 10600"
18,restaurant,"{'location': {'lat': 13.713315, 'lng': 100.4805661}, 'viewport': {'northeast': {'lat': 13.7146709802915, 'lng': 100.4819557802915}, 'southwest': {'lat': 13.7119730197085, 'lng': 100.4792578197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,5a2b18af7eee6c8e7ac313f7d9905e43b339886b,Ootoya,,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101008545238791866908"">Tae Rapee</a>'], 'photo_reference': 'CmRaAAAAEK8xrEBvFsJEQ4YMQFfcAmlJ4EYosgjd-83iQ2DLZ8mMUHVjEw8EimIRYxwBmF43FIMPGPapt6kc3S5odLN5MlBE9iT1c39rjCjBATTMnww_4coDDQDyGq8P606Cf-N3EhD-kvj9m8Sx6u8KFo7_CU8IGhQTaHYvyJn50ubDfByCYflYBUbLOQ', 'width': 4608}]",ChIJ403tM4iY4jARHTIztel_yF0,"{'compound_code': 'PF7J+86 Bangkok, Thailand', 'global_code': '7P52PF7J+86'}",,3.6,ChIJ403tM4iY4jARHTIztel_yF0,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",22,"99 Ratchadaphisek Road, Bukkhalo, Thon Buri"
19,restaurant,"{'location': {'lat': 13.7135062, 'lng': 100.4803488}, 'viewport': {'northeast': {'lat': 13.7148420802915, 'lng': 100.4817002802915}, 'southwest': {'lat': 13.71214411970849, 'lng': 100.4790023197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,034978205665f176f90e01c72a04924d65784e90,Sizzler,{'open_now': True},"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101539332250714606909"">Kamol Wisuthseriwong</a>'], 'photo_reference': 'CmRaAAAARxSFprx2rhy9VxQx_ctUz2H62eQTDZypgSc56pXSXm8WgomTKFyEKMk_AAtgx7NElQnxxgqX1b3Hro8ioF-qo6gs1oXi80i5EUdtyF1ZGfDEOTauC-xte96u6EJy06xOEhCxkL-jeRdwH6BjSLk40zTXGhSo3Njv1XA_7b_4rXaRIJPFc2mpiw', 'width': 2048}]",ChIJOUTipmCY4jARuLiDVWGQQ0I,"{'compound_code': 'PF7J+C4 Bangkok, Thailand', 'global_code': '7P52PF7J+C4'}",2,4.2,ChIJOUTipmCY4jARuLiDVWGQQ0I,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",437,"99 Ratchadaphisek Road, Bukkhalo, Thon Buri"
20,restaurant,"{'location': {'lat': 13.7209892, 'lng': 100.4774001}, 'viewport': {'northeast': {'lat': 13.7223392302915, 'lng': 100.4787577302915}, 'southwest': {'lat': 13.71964126970849, 'lng': 100.4760597697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,0b7ed3347e4b7c3b92839fd4ace95067093081c0,ขนมเบื้องญวนสุอาภา,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107539748487518763328"">Metha Satchanawaphorn</a>'], 'photo_reference': 'CmRaAAAAkVgKItAry9PNXhmrWg4BgnTYgH0FfC_JTTjjQMsuatNVQ8yOXh8xVB5Kjul7xnz4tPGxpd8mgRpuuhVs9VtNJ7zxmb9c1IiRworEQTm-wCgE3m6zEOl-AalCzCYMKqbrEhCmu88rAO7sC57BKzd20zLzGhRfEiDfqWtwRA67QCA3Idt_YK_mCw', 'width': 4608}]",ChIJzwzhlFuY4jARNE8kbeFxye8,"{'compound_code': 'PFCG+9X Bangkok, Thailand', 'global_code': '7P52PFCG+9X'}",,4.2,ChIJzwzhlFuY4jARNE8kbeFxye8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",36,ซ. เทอดไท 18 ตลาดพลู
